2018 rank,City,State,2018 estimate,2010 Census,Change,2016 land area sq mi,2016 land area sq km,2016 population density per sq mi,2016 population density per sq km,Location : Latitude / Longitude / Coordinates,Wikipedia Link,City Summary
96,Fremont, California,"237,807","214,089",+11.08%,77.5 sq mi,200.7 km2,"3,008/sq mi","1,161/km2",37°29′40″N 121°56′28″W﻿ / ﻿37.4945°N 121.9412°W﻿ / 37.4945; -121.9412﻿ (Fremont),"https://en.wikipedia.org/wiki/Fremont,_California","The area consisting of Fremont and the cities of Newark and Union City (formed from the annexation of Alvarado and Decoto) is known collectively as the Tri-City Area; different from the adjacent Tri-Valley area encompassing Pleasanton, Dublin, and Livermore."
97,Boise, Idaho,"228,790","205,671",+11.24%,82.1 sq mi,212.6 km2,"2,718/sq mi","1,049/km2",43°36′01″N 116°13′54″W﻿ / ﻿43.6002°N 116.2317°W﻿ / 43.6002; -116.2317﻿ (Boise),"https://en.wikipedia.org/wiki/Boise,_Idaho","The Boise-Nampa metropolitan area, also known as the Treasure Valley, includes five counties with a combined population of 709,845, the most populous metropolitan area in Idaho. It contains the state's three largest cities; Boise, Nampa, and Meridian. Boise is the 80th most populous metropolitan statistical area in the United States."
98,Richmond, Virginia,"228,783","204,214",+12.03%,59.8 sq mi,154.9 km2,"3,732/sq mi","1,441/km2",37°31′53″N 77°28′34″W﻿ / ﻿37.5314°N 77.4760°W﻿ / 37.5314; -77.4760﻿ (Richmond),"https://en.wikipedia.org/wiki/Richmond,_Virginia","As of the 2010 census, the city's population was 204,214;[6] in 2016, the population was estimated to be 223,170,[6] making Richmond the fourth-most populous city in Virginia. The Richmond Metropolitan Area has a population of 1,260,029, the third-most populous metro in the state."
99,Baton Rouge, Louisiana,"221,599","229,493",−3.44%,85.9 sq mi,222.5 km2,"2,651/sq mi","1,024/km2",30°26′32″N 91°07′51″W﻿ / ﻿30.4422°N 91.1309°W﻿ / 30.4422; -91.1309﻿ (Baton Rouge),"https://en.wikipedia.org/wiki/Baton_Rouge,_Louisiana","The city of Baton Rouge is a major industrial, petrochemical, medical, research, motion picture,[8] and growing technology[9] center of the American South. It is the location of Louisiana State University, the LSU System's flagship university and the largest institution of higher education in the state.[10] It is also the location of Southern University, the flagship institution of the Southern University System, the only historically black college system in the nation. The Port of Greater Baton Rouge is the 10th-largest in the United States in terms of tonnage shipped, and is the farthest upstream Mississippi River port capable of handling Panamax ships.[11][12]"
100,Spokane, Washington,"219,190","208,916",+4.92%,68.7 sq mi,177.9 km2,"3,144/sq mi","1,214/km2",47°40′01″N 117°26′00″W﻿ / ﻿47.6669°N 117.4333°W﻿ / 47.6669; -117.4333﻿ (Spokane),"https://en.wikipedia.org/wiki/Spokane,_Washington","Known as the birthplace of Father's Day, Spokane's official nickname is the ""Lilac City"". A pink, double flower lilac variety known as Syringa vulgaris is named for the city.[8] It is the seat of Spokane County and the economic and cultural center of the Spokane Metropolitan Area, the Spokane–Coeur d'Alene combined statistical area, and the Inland Northwest. The city, along with the whole Inland Northwest, is served by Spokane International Airport, 5 miles (8 km) west of downtown Spokane. According to the 2010 Census, Spokane had a population of 208,916, making it the second-largest city in Washington, and the 101st-largest city in the United States."
101,Des Moines, Iowa,"216,853","203,433",+6.60%,88.9 sq mi,230.2 km2,"2,424/sq mi",936/km2,41°34′21″N 93°36′37″W﻿ / ﻿41.5726°N 93.6102°W﻿ / 41.5726; -93.6102﻿ (Des Moines),"https://en.wikipedia.org/wiki/Des_Moines,_Iowa","Des Moines is a major center of the U.S. insurance industry, and has a sizable financial services and publishing business base. The city was credited as the ""number one spot for U.S. insurance companies"" in a Business Wire article and named the third-largest ""insurance capital"" of the world. The city is the headquarters for the Principal Financial Group, the Meredith Corporation, Ruan Transportation, EMC Insurance Companies, and Wellmark Blue Cross Blue Shield. Other major corporations such as Wells Fargo, Voya Financial, Nationwide Mutual Insurance Company, ACE Limited, Marsh, Monsanto, and DuPont Pioneer have large operations in or near the metropolitan area. In recent years, Microsoft, Hewlett Packard, and Facebook[11][12] have built data-processing and logistical facilities in the Des Moines area. Forbes ranked Des Moines as the ""Best Place for Business"" in both 2010 and 2013.[13] In 2014, NBC ranked Des Moines as the ""Wealthiest City in America"" according to its criteria.[14]"
102,Tacoma, Washington,"216,279","198,397",+9.01%,49.7 sq mi,128.7 km2,"4,251/sq mi","1,641/km2",47°15′08″N 122°27′35″W﻿ / ﻿47.2522°N 122.4598°W﻿ / 47.2522; -122.4598﻿ (Tacoma),"https://en.wikipedia.org/wiki/Tacoma,_Washington","Like most central cities, Tacoma suffered a prolonged decline in the mid-20th century as a result of suburbanization and divestment. Since the 1990s, developments in the downtown core include the University of Washington Tacoma; Tacoma Link, the first modern electric light rail service in the state; the state's highest density of art and history museums; and a restored urban waterfront, the Thea Foss Waterway.  Neighborhoods such as the 6th Avenue District have been revitalized. With over $1 billion having been invested in downtown Tacoma alone, private investment has surpassed public investment by a ratio of almost 4:1.[8]"
103,San Bernardino, California,"215,941","209,924",+2.87%,61.5 sq mi,159.3 km2,"3,516/sq mi","1,358/km2",34°08′30″N 117°17′37″W﻿ / ﻿34.1416°N 117.2936°W﻿ / 34.1416; -117.2936﻿ (San Bernardino),"https://en.wikipedia.org/wiki/San_Bernardino,_California","California State University, San Bernardino is located in the northwestern part of the city. The university also hosts the Coussoulis Arena. Other attractions in San Bernardino include ASU Fox Theatre,[11] the McDonald's Museum, which is located on the original site of the world's first McDonald's, California Theatre, the San Bernardino Mountains, and San Manuel Amphitheater, the largest outdoor amphitheater in the United States. In addition, the city is home to the Inland Empire 66ers baseball team; they play their home games at San Manuel Stadium in downtown San Bernardino.[12]"
104,Modesto, California,"215,030","201,165",+6.89%,43.0 sq mi,111.4 km2,"4,934/sq mi","1,905/km2",37°38′15″N 121°00′11″W﻿ / ﻿37.6375°N 121.0030°W﻿ / 37.6375; -121.0030﻿ (Modesto),"https://en.wikipedia.org/wiki/Modesto,_California","Modesto is located in the Central Valley, 90 miles (140 km) north of Fresno, 40 miles (64 km) north of Merced, California, 92 miles (148 km) east of San Francisco, 68 miles (109 km) south of the state capital of Sacramento, 66 miles (106 km) west of Yosemite National Park, and 24 miles (39 km) south of Stockton. Modesto has been honored as a Tree City USA numerous times.[15] It is surrounded by rich farmland; Stanislaus County ranks sixth among California counties in farm production.[16] Led by milk, almonds, chickens, walnuts, and corn silage, the county grossed nearly $3.1 billion in agricultural production in 2011. The farm-to-table movement plays a central role in Modesto living as in the Central Valley."
105,Fontana, California,"213,739","196,069",+9.01%,43.0 sq mi,111.4 km2,"4,876/sq mi","1,883/km2",34°06′32″N 117°27′46″W﻿ / ﻿34.1090°N 117.4629°W﻿ / 34.1090; -117.4629﻿ (Fontana),"https://en.wikipedia.org/wiki/Fontana,_California","It is home to the largest of the San Bernardino County system libraries, a renovated historic theater, a municipal park, and the Auto Club Speedway on the site of the Kaiser Steel Mill. Fontana also hosts the Fontana Days Half Marathon and 5K run. This race is the fastest half-marathon course in the world.[14]"
106,Santa Clarita, California,"210,089","176,320",+19.15%,52.8 sq mi,136.8 km2,"3,446/sq mi","1,331/km2",34°24′11″N 118°30′15″W﻿ / ﻿34.4030°N 118.5042°W﻿ / 34.4030; -118.5042﻿ (Santa Clarita),"https://en.wikipedia.org/wiki/Santa_Clarita,_California","Santa Clarita was incorporated in December 1987 as the union of four unincorporated communities, Canyon Country, Newhall, Saugus, and Valencia, most of which are situated on the land of the former Rancho San Francisco.[10] The four communities retain separate identities, and it is common for residents to refer to a specific neighborhood when asked where they are from. Santa Clarita is bounded on the west by the Golden State Freeway (I-5). The Antelope Valley Freeway (SR-14) runs northeast-southwest through an irregular east border, and the Newhall Pass is the city's southernmost point."
107,Birmingham, Alabama,"209,880","212,237",−1.11%,146.1 sq mi,378.4 km2,"1,452/sq mi",561/km2,33°31′39″N 86°47′56″W﻿ / ﻿33.5274°N 86.7990°W﻿ / 33.5274; -86.7990﻿ (Birmingham),"https://en.wikipedia.org/wiki/Birmingham,_Alabama","Birmingham was founded in 1871, during the post-Civil War Reconstruction era, through the merger of three farm towns, most notably Elyton. The new city was named for Birmingham, England, the UK's second largest city and, at the time, a major industrial city. The Alabama city annexed smaller neighbors and developed as an industrial center, based on mining, the new iron and steel industry, and rail transport. Most of the original settlers who founded Birmingham were of English ancestry.[5] The city was developed as a place where cheap, non-unionized immigrant labor (primarily Irish and Italian), along with African-American labor from rural Alabama, could work in the city's steel mills and blast furnaces, giving it a competitive advantage over unionized industrial cities in the Midwest and Northeast.[6]:14"
108,Oxnard, California,"209,877","197,899",+6.05%,26.9 sq mi,69.7 km2,"7,729/sq mi","2,984/km2",34°12′08″N 119°12′17″W﻿ / ﻿34.2023°N 119.2046°W﻿ / 34.2023; -119.2046﻿ (Oxnard),"https://en.wikipedia.org/wiki/Oxnard,_California","It is located at the western edge of the fertile Oxnard Plain, sitting adjacent to an agricultural center of strawberries and lima beans. Oxnard is also a major transportation hub in Southern California, with Amtrak, Union Pacific, Metrolink, Greyhound, and Intercalifornias stopping in Oxnard. Oxnard also has a small regional airport called Oxnard Airport (OXR)."
109,Fayetteville, North Carolina,"209,468","200,564",+4.44%,147.7 sq mi,382.5 km2,"1,386/sq mi",535/km2,35°04′58″N 78°58′25″W﻿ / ﻿35.0828°N 78.9735°W﻿ / 35.0828; -78.9735﻿ (Fayetteville),"https://en.wikipedia.org/wiki/Fayetteville,_North_Carolina","With an estimated population in 2013 of 210,533 people,[7] the Fayetteville metropolitan area is the largest in southeastern North Carolina, and the fifth-largest in the state. Suburban areas of metro Fayetteville include Fort Bragg, Hope Mills, Spring Lake, Raeford, Pope Field, Rockfish, Stedman, and Eastover. Fayetteville's mayor is Mitch Colvin, who is serving his first term.[8]"
110,Moreno Valley, California,"209,050","193,365",+8.11%,51.3 sq mi,132.9 km2,"4,006/sq mi","1,547/km2",33°55′24″N 117°12′21″W﻿ / ﻿33.9233°N 117.2057°W﻿ / 33.9233; -117.2057﻿ (Moreno Valley),"https://en.wikipedia.org/wiki/Moreno_Valley,_California","The Moreno Valley area was first inhabited 2,300 years ago. There are at least 200 prehistoric archaeological locations within the city. The majority of the sites are milling stations - where chaparral seed was the dominant milling activity. Rock art, consisting of pictographs, and petroglyphs are present - though most of the petroglyphs in Moreno Valley consist of boulders with ""cupules"",  or cup-shaped holes pecked into them.[11]"
111,Rochester, New York,"206,284","210,565",−2.03%,35.8 sq mi,92.7 km2,"5,835/sq mi","2,253/km2",43°10′12″N 77°37′01″W﻿ / ﻿43.1699°N 77.6169°W﻿ / 43.1699; -77.6169﻿ (Rochester),"https://en.wikipedia.org/wiki/Rochester,_New_York","Rochester was one of America's first boomtowns, initially due to the fertile Genesee River Valley, which gave rise to numerous flour mills, and then as a manufacturing hub.[4] Several of the region's universities (notably the University of Rochester and Rochester Institute of Technology) have renowned research programs. Rochester is the site of many important inventions and innovations in consumer products. The Rochester area has been the birthplace to Kodak, Western Union, French's, Bausch & Lomb, Gleason and Xerox, which conduct extensive research and manufacturing of industrial and consumer products. Until 2010, the Rochester metropolitan area was the second-largest regional economy in New York State, after the New York City metropolitan area.[5] Rochester's GMP has since ranked just below Buffalo, New York, while exceeding it in per-capita income.[6]"
